언어명,관광지명,구분,위도 (Latitude),경도 (Longitude)
일본어,京義線ブックストリート（경의선책거리）,체험관광지,37.5544,126.9254
일본어,徳寿宮トルダムキル（덕수궁 돌담길）,체험관광지,37.5651,126.9744
일본어,光化門広場（광화문광장）,휴양관광지,37.573,126.9766
일본어,奉恩寺（ソウル）（봉은사（서울））,역사관광지,37.5145,127.058
일본어,南山ソウルタワー韓服文化体験館（남산서울타워 한복문화체험관）,체험관광지,37.5512,126.9882
일본어,ロッテアウトレット ソウル駅店[韓国観光品質認証]（롯데아울렛 서울역점[한국관광품질인증／Korea Quality]）,쇼핑,37.555,126.9702
일본어,ドゥーリーミュージアム（둘리뮤지엄）,문화시설,37.6534,127.0722
일본어,タプコル公園（탑골공원）,휴양관광지,37.5714,126.9887
일본어,興仁之門（흥인지문）,역사관광지,37.5712,127.0095
일본어,昌慶宮 明政殿（창경궁 명정전）,역사관광지,37.5786,126.995
일본어,盤浦漢江公園（반포한강공원）,휴양관광지,37.5108,126.9959
일본어,オリンピック公園（올림픽공원）,휴양관광지,37.5207,127.1227
일본어,広蔵市場（광장시장）,쇼핑,37.5701,126.9996
일본어,南山ケーブルカー（남산 케이블카）,산업관광지,37.5552,126.9839
일본어,国立現代美術館（ソウル館）（국립현대미술관（서울관））,문화시설,37.5791,126.9806
일본어,花郎台鉄道公園（화랑대 철도공원）,휴양관광지,37.6202,127.0898
일본어,新沙洞カロスキル（신사동 가로수길）,체험관광지,37.521,127.0227
일본어,青瓦台（청와대）,건축/조형물,37.5869,126.9748
일본어,漢江市民公園二村地区（二村漢江公園）（한강시민공원 이촌지구（이촌한강공원））,휴양관광지,37.5169,126.9757
일본어,通仁市場（통인시장）,쇼핑,37.581,126.9701
일본어,平和列車DMZトレイン（평화열차 DMZ 트레인）,체험관광지,37.555,126.9721
일본어,明洞観光情報センター（명동관광정보센터）,산업관광지,37.5634,126.9841
일본어,ソウル生活史博物館（서울생활사박물관）,문화시설,37.6203,127.0901
일본어,慶熙宮（경희궁）,역사관광지,37.5714,126.9681
일본어,ソウルオリニ大公園（서울어린이대공원）,휴양관광지,37.5492,127.0815
일본어,麻浦大橋夜景（마포대교 야경）,건축/조형물,37.5332,126.936
일본어,白凡・金九記念館（백범김구기념관）,문화시설,37.556,126.9587
일본어,スターフィールドcoex MALL（스타필드 코엑스몰）,쇼핑,37.5126,127.0589
일본어,西村マウル（서촌마을）,체험관광지,37.5797,126.9701
일본어,ソウル宣陵（成宗と貞顕王后）と靖陵（中宗）［ユネスコ世界遺産（文化遺産）］（서울 선릉（성종과 정현왕후）과 정릉（중종））[유네스코 세계문화유산]）,역사관광지,37.5097,127.0465
일본어,ソウル歴史博物館（서울역사박물관）,문화시설,37.5705,126.9701
일본어,昌徳宮 仁政門（창덕궁 인정문）,역사관광지,37.5781,126.9922
일본어,ソウル植物園（서울식물원）,자연관광지,37.5707,126.836
일본어,九老工団 労働者生活体験館<br>（구로공단 노동자생활체험관）,산업관광지,37.4839,126.8959
일본어,Sea LaLaウォーターパーク（씨랄라 워터파크）,자연관광지,37.5135,126.898
일본어,ソウル 雲峴宮（서울 운현궁）,역사관광지,37.5768,126.9877
일본어,ソウル総合運動場（蚕室総合運動場）（서울종합운동장（잠실종합운동장））,육상 레포츠,37.515,127.0731
일본어,普信閣（보신각 터）,역사관광지,37.5699,126.9854
일본어,江南（강남）,산업관광지,37.4979,127.0276
일본어,芸術の殿堂（예술의전당）,문화시설,37.4787,127.0118
일본어,国立民俗博物館・国立民俗博物館子ども博物館（국립민속박물관&국립민속박물관 어린이박물관）,산업관광지,37.5815,126.979
일본어,ソウル市立美術館（西小門本館）（서울시립미술관（서소문본관））,문화시설,37.5656,126.9734
일본어,楽善斎（낙선재）,역사관광지,37.5794,126.9946
일본어,世宗文化会館（세종문화회관）,문화시설,37.5726,126.9752
일본어,ロッテ免税店（本店）（롯데면세점（본점））,쇼핑,37.5653,126.9811
일본어,イーランドクルーズ（漢江遊覧船）（이랜드크루즈（한강유람선））,휴양관광지,37.5249,126.941
일본어,孔徳洞豚足路地（공덕동 족발 골목）,체험관광지,37.5444,126.9525
일본어,西大門刑務所歴史館（서대문형무소역사관）,문화시설,37.5746,126.956
일본어,コリアハウス（한국의집）,문화시설,37.561,126.9936
일본어,国立劇場（국립극장）,문화시설,37.5513,126.9983
일본어,大学路（대학로）,체험관광지,37.5826,127.0018
일본어,城楽園（ソウル）（성락원(서울)）,역사관광지,37.5962,126.9859
일본어,津寛寺（ソウル）（진관사（서울））,역사관광지,37.6368,126.9351
일본어,アルコ美術館（아르코미술관）,문화시설,37.582,127.002
일본어,世宗忠武公物語（세종충무공이야기）,문화시설,37.5727,126.9768
일본어,国立4.19民主墓地（국립4.19민주묘지）,역사관광지,37.6483,127.0125
일본어,国立ハングル博物館（국립한글박물관）,문화시설,37.5233,126.9804
