언어명,관광지명,구분,위도 (Latitude),경도 (Longitude)
중간체,韩国历史博物馆(대한민국역사박물관),문화시설,37.5738,126.9769
중간체,南山公园(首尔) 남산공원(서울),휴양관광지,37.5552,126.9822
중간체,奉恩寺(首尔)봉은사(서울),역사관광지,37.5145,127.058
중간체,华克山庄百乐达斯娱乐场(파라다이스 카지노 워커힐),육상 레포츠,37.555,127.1121
중간체,汝矣岛汉江公园여의도한강공원,휴양관광지,37.5277,126.9351
중간체,三清洞路(삼청동길),체험관광지,37.5834,126.9825
중간체,北岳山북악산,자연관광지,37.593,126.974
중간체,国立剧院국립극장,문화시설,37.5513,126.9983
중간체,东大门历史文化公园(동대문역사문화공원),휴양관광지,37.5658,127.0093
중간체,三星d’light삼성 딜라이트,산업관광지,37.5045,127.0246
중간체,森吉路(쌈지길),체험관광지,37.5742,126.9848
중간체,世宗文化会馆(세종문화회관),문화시설,37.5726,126.9752
중간체,庆熙宫(경희궁),역사관광지,37.5714,126.9681
중간체,首尔明洞天主圣堂(서울 명동성당),역사관광지,37.5635,126.9871
중간체,COEX水族馆(코엑스 아쿠아리움),자연관광지,37.5118,127.0594
중간체,乐善斋낙선재,역사관광지,37.5794,126.9946
중간체,首尔传统跳蚤市场(서울풍물시장),쇼핑,37.5719,127.0264
중간체,狎鸥亭罗德奥街압구정 로데오거리,체험관광지,37.5273,127.0403
중간체,国立韩文博物馆국립한글박물관,문화시설,37.5233,126.9804
중간체,首尔懿陵(景宗_宣懿王后)[联合国教科文组织世界文化遗产]서울 의릉(경종_선의왕후) [유네스코 세계문화유산],역사관광지,37.5097,127.0465
중간체,江南(강남),산업관광지,37.4979,127.0276
중간체,63大厦(63스퀘어),건축/조형물,37.5195,126.9403
중간체,鹰峰山(首尔)응봉산(서울),자연관광지,37.549,127.0326
중간체,花郎台铁路公园화랑대 철도공원,휴양관광지,37.6202,127.0898
중간체,艺术殿堂예술의전당,문화시설,37.4787,127.0118
중간체,(株)教保文库(주)교보문고,문화시설,37.5718,126.9778
중간체,首尔路 7017 <br >서울로 7017,휴양관광지,37.5562,126.9705
중간체,Starfield图书馆별마당도서관,문화시설,37.5099,127.059
중간체,云岘宫운현궁,역사관광지,37.5768,126.9877
중간체,新堂洞炒年糕胡同(신당동 떡볶이 골목),체험관광지,37.5638,127.0157
중간체,世界杯公园(월드컵공원),휴양관광지,37.5709,126.8832
중간체,曹溪寺(首尔)조계사(서울),역사관광지,37.5739,126.9836
중간체,国立国乐院(국립국악원),문화시설,37.4792,127.007
중간체,国会议事堂(국회의사당),건축/조형물,37.5318,126.9137
중간체,首尔市立美术馆서울시립미술관,문화시설,37.5656,126.9734
중간체,三岛(some sevit)세빛섬,자연관광지,37.5126,126.9953
중간체,德寿宫石墙街(덕수궁 돌담길),체험관광지,37.5651,126.9744
중간체,国立现代美术馆(首尔馆)국립현대미술관(서울관),문화시설,37.5791,126.9806
중간체,昌德宫仁政门(창덕궁 인정문),역사관광지,37.5781,126.9922
중간체,骆山公园(낙산공원),휴양관광지,37.5807,127.0073
중간체,战争纪念馆(전쟁기념관),문화시설,37.53716,126.97712
중간체,首尔大学奎章阁(서울대학교 규장각),문화시설,37.4594,126.953
중간체,大林美术馆(대림미술관),문화시설,37.5793,126.9742
중간체,首尔岩寺洞遗址(서울 암사동 유적),역사관광지,37.5583,127.1328
중간체,首尔综合运动场(蚕室综合运动场)서울종합운동장(잠실종합운동장),육상 레포츠,37.515,127.0731
중간체,Blue Square블루스퀘어,문화시설,37.5367,127.0003
중간체,塔谷公园(탑골공원),휴양관광지,37.5714,126.9887
중간체,三清公园(삼청공원),휴양관광지,37.5901,126.9825
중간체,Coex Artium(코엑스아티움),문화시설,37.5126,127.0588
중간체,西首尔湖水公园(서서울호수공원),휴양관광지,37.5239,126.8378
중간체,宗庙[联合国教科文组织世界文化遗产](종묘 [유네스코 세계문화유산]),역사관광지,37.5747,126.9938
중간체,忠武艺术中心(충무아트홀),문화시설,37.5647,127.0153
중간체,七乐娱乐场(江南COEX店)세븐럭카지노(강남코엑스점),육상 레포츠,37.5124,127.0581
중간체,Arko艺术剧场(아르코예술극장),문화시설,37.582,127.002
중간체,韩国之家(한국의 집),문화시설,37.561,126.9936
중간체,汉江游览船(한강유람선),휴양관광지,37.5249,126.941
중간체,首尔贞陵(神德王后)[联合国教科文组织世界文化遗产]서울 정릉(신덕왕후) [유네스코 세계문화유산],역사관광지,37.6027,127.0075
중간체,贞洞剧场(정동극장),문화시설,37.5658,126.9722
중간체,光化门广场(광화문광장),휴양관광지,37.573,126.9766
중간체,手办博物馆W(피규어뮤지엄W),문화시설,37.526,127.0392
중간체,世宗大王纪念馆(세종대왕기념관）,문화시설,37.6033,127.0454
중간체,猫头鹰博物馆부엉이박물관,문화시설,37.5815,126.985
중간체,乐天世界水族馆(롯데월드 아쿠아리움),휴양관광지,37.5132,127.1002
중간체,光熙门(광희문),역사관광지,37.5645,127.0116
중간체,汉江市民公园蚕室地区(蚕室汉江公园)한강시민공원 잠실지구(잠실한강공원),휴양관광지,37.518,127.081
중간체,新沙洞林荫路(신사동 가로수길),체험관광지,37.521,127.0227
중간체,首尔梦村土城(서울 몽촌토성),역사관광지,37.5217,127.1228
