언어명,관광지명,구분,위도 (Latitude),경도 (Longitude)
중번체,昌慶宮 (창경궁),역사관광지,37.5789,126.9953
중번체,宗廟 [UNESCO世界文化遺產] (종묘 [유네스코 세계문화유산]),역사관광지,37.5747,126.9938
중번체,COEX水族館 (코엑스 아쿠아리움),휴양관광지,37.5118,127.0594
중번체,教保文庫 ((주) 교보문고),문화시설,37.5718,126.9778
중번체,首爾廣場溜冰場 (서울광장 스케이트장),육상 레포츠,37.5663,126.9778
중번체,德壽宮石牆路 (덕수궁 돌담길),체험관광지,37.5651,126.9744
중번체,首爾歷史博物館 (서울역사박물관),문화시설,37.5705,126.9701
중번체,仁寺洞 (인사동),체험관광지,37.5728,126.9845
중번체,首爾雲峴宮 (서울 운현궁),역사관광지,37.5768,126.9877
중번체,盤浦漢江公園 (반포한강공원),휴양관광지,37.5108,126.9959
중번체,Goto Mall(高速巴士客運站地下街)(고투몰(강남터미널 지하도상가)),쇼핑,37.5053,127.005
중번체,西大門刑務所歷史館 (서대문형무소역사관),문화시설,37.5746,126.956
중번체,愛來魔相4D藝術館(仁寺洞總館) (박물관은 살아있다(인사동점)),문화시설,37.5727,126.9852
중번체,63廣場 (63스퀘어),건축/조형물,37.5195,126.9403
중번체,西村 (서촌마을),체험관광지,37.5797,126.9701
중번체,明洞射擊場 (명동사격장),육상 레포츠,37.5627,126.9841
중번체,清潭洞時尚街 (청담패션거리),체험관광지,37.5249,127.0423
중번체,廣藏市場(광장시장),쇼핑,37.5701,126.9996
중번체,新世界百貨公司(總店)(신세계백화점 (본점)),쇼핑,37.5606,126.9803
중번체,明洞亂打劇場 (명동난타극장),문화시설,37.5623,126.9855
중번체,SeaLaLa水上樂園 (씨랄라 워터파크),자연관광지,37.5135,126.898
중번체,新堂洞辣炒年糕街 (신당동 떡볶이 골목),체험관광지,37.5638,127.0157
중번체,樂天世界室內溜冰場 (롯데월드 아이스링크(실내)),육상 레포츠,37.5118,127.0982
중번체,三島(some sevit) (세빛섬),자연관광지,37.5126,126.9953
중번체,三清洞街 (삼청동길),체험관광지,37.5834,126.9825
중번체,首爾路7017 (서울로 7017),휴양관광지,37.5562,126.9705
중번체,漢江 (한강),자연관광지,37.5277,126.9351
중번체,鷺得島 (노들섬),휴양관광지,37.5173,126.9614
중번체,藝術殿堂 (예술의전당),문화시설,37.4787,127.0118
중번체,曹溪寺(首爾) (조계사(首爾)),역사관광지,37.5739,126.9836
중번체,慶熙宮 (경희궁),역사관광지,37.5714,126.9681
중번체,Starfield COEX MALL(스타필드 코엑스몰),쇼핑,37.5126,127.0589
중번체,韓國綜合貿易中心COEX (한국종합무역센터(코엑스)),문화시설,37.5119,127.0592
중번체,天堂賭場華克山莊 (파라다이스 카지노 워커힐),육상 레포츠,37.555,127.1121
중번체,仁王山 (인왕산),자연관광지,37.5835,126.9602
중번체,世宗大王銅像 (세종대왕 동상),건축/조형물,37.5727,126.9769
중번체,德壽宮大漢門 (덕수궁 대한문),역사관광지,37.5658,126.9751
중번체,普信閣 (보신각 터),역사관광지,37.5699,126.9854
중번체,陳玉華奶奶元祖一隻雞(진옥화할매원조닭한마리),음식점,37.5714,127.0101
중번체,忠武公李舜臣銅像 (충무공 이순신 동상),건축/조형물,37.5712,126.9767
중번체,京義線書街 (경의선책거리),체험관광지,37.5544,126.9254
중번체,三星d'light (삼성 딜라이트),산업관광지,37.5045,127.0246
중번체,清溪山 (청계산),자연관광지,37.4429,127.0601
중번체,東大門文具玩具街 (동대문 문구완구거리),체험관광지,37.569,127.0125
중번체,首爾市立美術館(西小門本館) (서울시립미술관(서소문본관)),문화시설,37.5656,126.9734
중번체,國技院(世界跆拳道本部) (국기원(세계태권도본부)),문화시설,37.502,127.0298
중번체,孔德洞豬腳街 (공덕동 족발 골목),체험관광지,37.5444,126.9525
중번체,首爾宣陵與靖陵 [UNESCO世界文化遺產] (서울 선릉과 정릉 [유네스코 세계문화유산]),역사관광지,37.5097,127.0465
중번체,首爾Kidzania (키자니아 서울),산업관광지,37.5103,127.0967
중번체,峨嵯山 (아차산),자연관광지,37.5583,127.1018
중번체,貓頭鷹博物館 (부엉이박물관),문화시설,37.5815,126.985
